address|address_date
38 rue faubourg saint martin, Paris|1845
1 rue montmorency, Paris|1845
20 rue sentier, Paris|1845
49 rue saint victor, Paris|1845
67 rue quincampoix, Paris|1845
169 rue saint denis, Paris|1845
19 rue quincampoix, Paris|1845
20 rue échiquier, Paris|1845
128 rue saint denis, Paris|1845
10 rue royale, Paris|1845
7 rue saint fiacre, Paris|1845
41 rue  lombards, Paris|1845
49  saint honoré, Paris|1845
259 rue saint martin, Paris|1845
28 boulevard bonne nouvelle, Paris|1845
30 rue rambuteau, Paris|1845
118 rue saint denis, Paris|1845
14 rue mauvaises paroles, Paris|1845
15 boulevard montmartre, Paris|1845
76 rue montmartre, Paris|1845
34 quai des ormes, Paris|1845
1 passage des saint roch poissonnière, Paris|1845
38 rue  jacob, Paris|1845
30 rue saint martin, Paris|1845
13 rue petites écuries, Paris|1845
179 rue saint denis, Paris|1845
1 rue cygne, Paris|1845
14 rue albouy, Paris|1845
7 rue cadran, Paris|1845
166 rue saint denis, Paris|1845
6 rue arbalète, Paris|1845
6 rue petites écuries, Paris|1845
367 rue saint denis, Paris|1845
21 rue cléry, Paris|1845
63 rue chabrol, Paris|1845
6 rue grange aux belles, Paris|1845
352 rue saint denis, Paris|1845
9 rue mulhouse, Paris|1845
36 rue neuve saint eustache, Paris|1845
24 passage opéra, galerie du baromètre, Paris|1845
11 rue fidélité, Paris|1845
5 rue roule, Paris|1845
32 rue paradis poissonnière, Paris|1845
10 rue four saint germain, Paris|1845
210 rue saint denis, Paris|1845
150 rue faubourg saint denis, Paris|1845
40 rue cadran, Paris|1845
16 rue thévenot, Paris|1845
30 rue chabrol, Paris|1845
39 rue montmartre, Paris|1845
381 rue saint denis, Paris|1845
169 rue saint denis, Paris|1845
30 rue deux portes saint sauveur, Paris|1845
4 rue plat d'étain, Paris|1845
40 rue paradis poissonnière, Paris|1845
7 rue bourg l'abbé, Paris|1845
8 rue martel, Paris|1845
5 rue pont neuf, Paris|1845
32 rue aux fers, Paris|1845
23 rue bourbon villeneneuve, Paris|1845
58 rue bac, Paris|1845
39 rue bourbon villeneneuve, Paris|1845
51 rue  lombards, Paris|1845
70 rue saint denis, Paris|1845
49 rue rambuteau, Paris|1845
1 rue montmorency, Paris|1845
12 rue mauconseil, Paris|1845
277 rue saint denis, Paris|1845
128 rue saint martin, Paris|1845
18 rue neuve saint eustache, Paris|1845
30 rue rivoli, Paris|1845
40 rue poissonnière, Paris|1845
168 rue mouffetard, Paris|1845
36 rue bleue, Paris|1845
12 rue  lombards, Paris|1845
6 rue parc royal, Paris|1845
41 rue  lombards, Paris|1845
1 rue sainte opportune, Paris|1845
16 rue  lavandières sainte opportune, Paris|1845
5 rue chevalier du guet, Paris|1845
69 rue saint denis, Paris|1845
104 rue saint denis, Paris|1845
29 rue vinaigriers, Paris|1845
41 rue faubourg montmartre, Paris|1845
35 rue oursine, Paris|1845
35 rue marché saint honoré, Paris|1845
3 rue  lacasse, Paris|1845
44 rue neuve saint eustache, Paris|1845
400 rue saint denis, Paris|1845
2 rue fossés montmartre, Paris|1845
34 rue quincampoix, Paris|1845
14 rue cadet, Paris|1845
151 rue charonne, Paris|1845
5 rue chapon, Paris|1845
8 rue thévenot, Paris|1845
10 passage du saumon, Paris|1845
10 rue des bourdonnais, Paris|1845
21 rue thévenot, Paris|1845
132 rue saint antoine, Paris|1845
8 rue saint roch poissonnière, Paris|1845
4 rue grange aux belles, Paris|1845
8 rue notre dame de nazareth, Paris|1845
30 rue popincourt, Paris|1845
86 rue ménilmontant, Paris|1845
14 rue mauvaises paroles, Paris|1845
17 rue muette, Paris|1845
4 rue saint maur popincourt, Paris|1845
1 rue sainte barbe, Paris|1845
210 rue saint denis, Paris|1845
35 rue marais saint martin, Paris|1845
40 rue picpus, Paris|1845
11 rue albouy, Paris|1845
23 boulevard poissonnière, Paris|1845
22 rue saint maur popincourt, Paris|1845
7 rue grange aux belles, Paris|1845
32 rue quincampoix, Paris|1845
12 rue chemin vert, Paris|1845
40 rue paris, Paris|1845
74 rue charonne, Paris|1845
20 rue anglaises saint marcel, Paris|1845
8 rue delta poissonnière, Paris|1845
116 rue saint victor, Paris|1845
125 rue neuve saint eustache, Paris|1845
23 rue paradis poissonnière, Paris|1845
12 rue neuve saint pauk, Paris|1845
26 rue saint maur popincourt, Paris|1845
9 rue fourreurs, Paris|1845
44 rue neuve saint eustache, Paris|1845
41 rue basfroid, Paris|1845
151 rue charonne, Paris|1845
34 rue faubourg poissonnière, Paris|1845
4 rue neuve des petits champs, Paris|1845
6 rue montesquieu, Paris|1845
17 rue pont neuf, Paris|1845
4 rue bouloi, Paris|1845
6 rue gros chenet, Paris|1845
17  cour batave, Paris|1845
96 rue saint denis, Paris|1845
2 rue aux fers, Paris|1845
39 rue croix des petits champs, Paris|1845
23 rue croix des petits champs, Paris|1845
60 rue neuve des petits champs, Paris|1845
31 rue deux écus, Paris|1845
1 rue chevalier du guet, Paris|1845
13 rue  lavandières sainte opportune, Paris|1845
35 rue croix des petits champs, Paris|1845
14 rue musée, Paris|1845
118 rue bac , Paris|1845
37 rue saint denis, Paris|1845
59 rue bourbon villeneneuve, Paris|1845
7 rue thibautodé, Paris|1845
98 rue faubourg saint martin, Paris|1845
3 rue  lepelletier, Paris|1845
15 rue saint denis, Paris|1845
25 rue croix des petits champs, Paris|1845
58 quai mégisserie, Paris|1845
11 boulevard saint martin, Paris|1845
35 rue coquillière, Paris|1845
3 boulevard madeleine, Paris|1845
16 passage du grand cerf, Paris|1845
83 rue neuve des petits champs, Paris|1845
79 rue saint martin, Paris|1845
77 rue saint denis, Paris|1845
24 rue boule rouge, Paris|1845
42 rue croix des petits champs, Paris|1845
6 rue saint denis, Paris|1845
40 rue bac, Paris|1845
42 rue richer, Paris|1845
7 rue sainte marguerite saint germain, Paris|1845
102 rue temple, Paris|1845
14 rue fossés saint germain l'auxerrois, Paris|1845
194 rue saint antoine, Paris|1845
95 rue neuve des petits champs, Paris|1845
4 rue  jacques la boucherie, Paris|1845
4 rue ecrivains, Paris|1845
5 rue montesquieu, Paris|1845
23 rue filles saint thomas, Paris|1845
114 rue saint denis, Paris|1845
52 rue montmartre, Paris|1845
52 rue faubourg saint antoine, Paris|1845
9 place saint antoine, Paris|1845
70 rue aiguillerie, Paris|1845
45 rue saint denis, Paris|1845
11 rue tirechape, Paris|1845
9 rue arcis, Paris|1845
22 rue petit thouars, Paris|1845
22 passage bourg l'abbé, Paris|1845
34 rue verrerie, Paris|1845
3 rue  lenoir saint honoré, Paris|1845
1 rue filles saint thomas, Paris|1845
14 rue saint denis, Paris|1845
7 boulevard de l' hôpital, Paris|1845
11 passage des panoramas, Paris|1845
17 rue des bourdonnais, Paris|1845
10 rue des bourdonnais, Paris|1845
12 rue du mail, Paris|1845
10 rue paix, Paris|1845
1 boulevard capucines, Paris|1845
9 rue tabletterie, Paris|1845
5 rue  joquelet, Paris|1845
4 rue marché saint jacques, Paris|1845
4 rue écrivains, Paris|1845
20 rue sentier, Paris|1845
15 rue deux boules, Paris|1845
20 rue bertin poirée, Paris|1845
15 rue thibaudoté, Paris|1845
14 rue deux boules, Paris|1845
19 rue mauvaises paroles, Paris|1845
29 rue grenelle saint honoré, Paris|1845
20 rue thibautodé, Paris|1845
125 rue saint martin, Paris|1845
96 rue saint denis, Paris|1845
1 rue monsigny, Paris|1845
3 rue déchargeurs, Paris|1845
75 rue temple, Paris|1845
9 rue bertin poirée, Paris|1845
4 rue deux boules, Paris|1845
32 rue prouvaires, Paris|1845
11 rue thibaudoté, Paris|1845
31 rue  lavandières sainte opportune, Paris|1845
112 rue saint martin, Paris|1845
61 rue vieux augustins, Paris|1845
2 rue tournon, Paris|1845
1 rue petit bourbon, Paris|1845
119 rue saint denis, Paris|1845
5 rue poterie, Paris|1845
37 rue croix des petits champs, Paris|1845
3 rue saint fiacre, Paris|1845
10 rue alger, Paris|1845
5 rue ancienne comédie, Paris|1845
14 rue ancienne comédie, Paris|1845
12 rue angoulème du temple, Paris|1845
10 rue des bourdonnais, Paris|1845
 rue du saumon, Paris|1845
6 rue de la bourse, Paris|1845
78 rue de cléry, Paris|1845
12 rue des bourdonnais, Paris|1845
3 rue du  chevalier du guet, Paris|1845
14 rue antin, Paris|1845
23 rue antin, Paris|1845
6 rue argenteuil, Paris|1845
31 rue bac, Paris|1845
38 rue bac, Paris|1845
86 rue bac, Paris|1845
98 rue bac, Paris|1845
28 rue barillerie, Paris|1845
10 cour batave, Paris|1845
20 cour batave, Paris|1845
22 boulevard beaumarchais, Paris|1845
65 boulevard beaumarchais, Paris|1845
7 rue bondy, Paris|1845
22 rue bondy, Paris|1845
11 boulevard bonne nouvelle, Paris|1845
18 boulevard bonne nouvelle, Paris|1845
27 boulevard bonne nouvelle, Paris|1845
2 rue boule rouge, Paris|1845
20 rue boule rouge, Paris|1845
5 rue bourbon villeneneuve, Paris|1845
15 rue bourbon villeneneuve, Paris|1845
28 rue bourbon villeneneuve, Paris|1845
49 rue bourbon villeneneuve, Paris|1845
4 rue paix, Paris|1845
18 rue bourtibourg, Paris|1845
8 place bréda, Paris|1845
28 rue bussy, Paris|1845
5 rue cadet, Paris|1845
6 rue caire, Paris|1845
7 rue caire, Paris|1845
29 rue caire, Paris|1845
29 rue caire, Paris|1845
2 rue castiglione, Paris|1845
6 rue castiglione, Paris|1845
6 rue chabannais, Paris|1845
29 place madeleine, Paris|1845
3 rue du chevalier du guet, Paris|1845
33 rue arcade, Paris|1845
12 rue chaussée d'antin, Paris|1845
12 rue chaussée d'antin, Paris|1845
23 rue chaussée d'antin, Paris|1845
26 rue chaussée d'antin, Paris|1845
27 rue chaussée d'antin, Paris|1845
36 rue chaussée d'antin, Paris|1845
2 rue choiseul, Paris|1845
3 rue choiseul, Paris|1845
8 rue choiseul, Paris|1845
8 rue choiseul, Paris|1845
13 rue choiseul, Paris|1845
13 rue choiseul, Paris|1845
17 rue choiseul, Paris|1845
6 galerie colbert, Paris|1845
20 rue coquillière, Paris|1845
27 rue croix des petits champs, Paris|1845
54 rue croix des petits champs, Paris|1845
6 rue dauphine, Paris|1845
39 rue dauphine, Paris|1845
18 rue deux portes saint sauveur, Paris|1845
34 rue deux portes saint sauveur, Paris|1845
14 rue duphot, Paris|1845
3 rue échelle, Paris|1845
30 rue échiquier, Paris|1845
39 rue enghien, Paris|1845
16 rue évèque, Paris|1845
36 rue faubourg du roule, Paris|1845
7 rue faubourg montmartre, Paris|1845
17 rue faubourg montmartre, Paris|1845
3 rue faubourg poissonnière, Paris|1845
18 rue faubourg poissonnière, Paris|1845
17 rue faubourg saint denis, Paris|1845
73 rue faubourg saint denis, Paris|1845
6 rue faubourg saint honoré, Paris|1845
11 rue faubourg saint honoré, Paris|1845
15 rue faubourg saint honoré, Paris|1845
46 rue faubourg saint honoré, Paris|1845
60 rue faubourg saint honoré, Paris|1845
38 rue faubourg saint martin, Paris|1845
4 rue ferme, Paris|1845
4 rue ferronnerie, Paris|1845
11 rue renard saint sauveur, Paris|1845
7 rue renard saint sauveur, Paris|1845
7 rue renard saint sauveur, Paris|1845
63 rue cléry, Paris|1845
41 rue beauregard, Paris|1845
45 rue bourbon villeneuve, Paris|1845
7 rue caire, Paris|1845
19 rue caire, Paris|1845
34 rue caire, Paris|1845
10 rue richelieu, Paris|1837
13 rue neuve saint eustache, Paris|1837
26 rue échiquier, Paris|1837
44 rue hauteville, Paris|1837
13 rue neuve saint eustache, Paris|1837
2 rue  la vrillière, Paris|1845
3 rue sentier, Paris|1837
11 rue vendôme, Paris|1837
50 rue neuve saint eustache, Paris|1845
18 galerie colbert, Paris|1845
9 rue caire, Paris|1845
14 rue thévenot, Paris|1825
18 rue mauconseil, Paris|1825
26 rue bourbon villeneneuve, Paris|1825
17 rue paix, Paris|1845
149 rue saint honoré, Paris|1845
31 boulevard bonne nouvelle, Paris|1845
400 rue saint denis, Paris|1845
33 rue neuve des petits champs, Paris|1830
45 rue neuve saint eustache, Paris|1830
14 rue saint sauveur, Paris|1845
180 rue montmartre, Paris|1845
27 rue poissonnière, Paris|1845
15 rue petites écuries, Paris|1845
69 rue four saint germain, Paris|1845
203 rue saint denis, Paris|1845
15 rue bleue, Paris|1845
36 rue échiquier, Paris|1845
16 rue martel, Paris|1845
31 rue  lombards, Paris|1845
13 rue petites écuries, Paris|1845
89 rue hauteville, Paris|1845
30 rue popincourt, Paris|1845
19 rue sentier, Paris|1845
13 rue petit carreau, Paris|1845
105 rue faubourg saint denis, Paris|1845
23 boulevard poissonnière, Paris|1845
88 rue charonne, Paris|1845
19 rue bourbon villeneneuve, Paris|1845
8 rue thibautodé, Paris|1845
10 rue coq saint honoré, Paris|1845
5 rue bertin poirée, Paris|1845
20 rue thibaudoté, Paris|1845
33 rue bourg l'abbé, Paris|1845
7 rue feydeau, Paris|1845
13 rue feydeau, Paris|1845
2 rue gaillon, Paris|1845
3 rue gaillon, Paris|1845
1 rue geoffroy marie, Paris|1845
2 rue geoffroy marie, Paris|1845
15 rue grammont, Paris|1845
25 rue grand hurleur, Paris|1845
8 rue grange batelière, Paris|1845
28 rue grange batelière, Paris|1845
40 rue grenelle saint germain, Paris|1845
5 rue hautefeuille, Paris|1845
7 rue hauteville, Paris|1845
5 rue  joquelet, Paris|1845
1 rue  laffite, Paris|1845
24 rue  laffite, Paris|1845
9 rue  laffitte, Paris|1845
17 rue  laffitte, Paris|1845
35 rue  laffitte, Paris|1845
46 rue  laffitte, Paris|1845
23 rue  lancry, Paris|1845
9 rue  lavoisier, Paris|1845
22 rue  lavoisier, Paris|1845
8 rue  lepelletier, Paris|1845
31 rue  lille, Paris|1845
49 rue  lille, Paris|1845
50 rue  lille, Paris|1845
17 rue  louis le grand, Paris|1845
27 rue  louis le grand, Paris|1845
1 rue sainte croix d'antin, Paris|1845
29 rue  louis le grand, Paris|1845
30 rue  louis le grand, Paris|1845
2 rue  louvois, Paris|1845
7 rue  louvois, Paris|1845
10 rue  louvois, Paris|1845
161 rue saint dominique, Paris|1845
24 rue marché saint honoré, Paris|1845
42 rue hauteville, Paris|1845
26 rue marché saint honoré, Paris|1845
30 rue marché saint honoré, Paris|1845
10 rue martyrs, Paris|1845
1 rue méhul, Paris|1845
78 rue bac, Paris|1845
2 rue ménars, Paris|1845
6 rue ménars, Paris|1845
12 rue ménars, Paris|1845
12 rue ménars, Paris|1845
5 rue michodière, Paris|1845
1 rue mondori, Paris|1845
6 boulevard montmartre, Paris|1845
14 boulevard montmartre, Paris|1845
55 rue montmartre, Paris|1845
63 rue montmartre, Paris|1845
294  saint honoré, Paris|1845
25 rue neuve des bons enfants, Paris|1845
4 rue neuve des capucines, Paris|1845
13 rue neuve des capucines, Paris|1845
2 rue neuve des mathurins, Paris|1845
14 rue neuve des petits champs, Paris|1845
33 rue neuve des petits champs, Paris|1845
36 rue neuve des petits champs, Paris|1845
48 rue neuve des petits champs, Paris|1845
62 rue neuve des petits champs, Paris|1845
70 rue neuve des petits champs, Paris|1845
80 rue neuve des petits champs, Paris|1845
15 rue neuve Luxembourg, Paris|1845
39 rue neuve saint augustin, Paris|1845
5 rue neuve saint augustin, Paris|1845
10 rue neuve saint augustin, Paris|1845
10 rue neuve saint augustin, Paris|1845
15 rue neuve saint augustin, Paris|1845
18 rue neuve saint augustin, Paris|1845
41 rue neuve saint augustin, Paris|1845
61 rue neuve saint augustin, Paris|1845
38 rue neuve saint nicolas, Paris|1845
45 rue neuve saint roch, Paris|1845
38 rue neuve vivienne, Paris|1845
16 rue notre  dame de lorette, Paris|1845
25 rue notre dame des victoires, Paris|1845
22 rue paix, Paris|1845
26 rue paix, Paris|1845
28 rue paix, Paris|1845
4 rue papillon, Paris|1845
24 rue pépinière, Paris|1845
18 rue petit bourbon saint sulpice, Paris|1845
9 boulevard poissonnière, Paris|1845
14 boulevard poissonnière, Paris|1845
22 boulevard poissonnière, Paris|1845
25 boulevard poissonnière, Paris|1845
32 boulevard poissonnière, Paris|1845
42 rue poissonnière, Paris|1845
46 rue poissonnière, Paris|1845
24 rue ponceau, Paris|1845
13 rue pont louis philippe, Paris|1845
19 rue ponthieu, Paris|1845
42 rue provence, Paris|1845
5 rue pyramides, Paris|1845
8 rue richelieu, Paris|1845
38 rue richelieu, Paris|1845
42 rue richelieu, Paris|1845
45 rue richelieu, Paris|1845
58 rue richelieu, Paris|1845
60 rue richelieu, Paris|1845
60 rue richelieu, Paris|1845
62 rue richelieu, Paris|1845
67 rue richelieu, Paris|1845
77 rue richelieu, Paris|1845
81 rue richelieu, Paris|1845
81 rue richelieu, Paris|1845
81 rue richelieu, Paris|1845
87 rue richelieu, Paris|1845
91 rue richelieu, Paris|1845
93 rue richelieu, Paris|1845
97 rue richelieu, Paris|1845
102 rue richelieu, Paris|1845
104 rue richelieu, Paris|1845
110 rue richelieu, Paris|1845
115 rue richelieu, Paris|1845
2 rue richer, Paris|1845
10 rue rivoli, Paris|1845
14 rue roule, Paris|1845
16 rue royale saint antoine, Paris|1845
3 rue rumfort, Paris|1845
11 rue saint denis, Paris|1845
26 boulevard saint denis, Paris|1845
148 rue saint denis, Paris|1845
173 rue saint denis, Paris|1845
258 rue saint denis, Paris|1845
278 rue saint denis, Paris|1845
285 rue saint denis, Paris|1845
290 rue saint denis, Paris|1845
290 rue saint denis, Paris|1845
293 rue saint denis, Paris|1845
306 rue saint denis, Paris|1845
349 rue saint denis, Paris|1845
357 rue saint denis, Paris|1845
366 rue saint denis, Paris|1845
369 rue saint denis, Paris|1845
374 rue saint denis, Paris|1845
32 rue saint dominique, Paris|1845
2 rue saint florentin, Paris|1845
10 rue saint germain des près, Paris|1845
82 rue cléry, Paris|1845
11 rue saint honoré, Paris|1845
274 rue saint honoré, Paris|1845
323 rue saint honoré, Paris|1845
333 rue saint honoré, Paris|1845
335 rue saint honoré, Paris|1845
336 rue saint honoré, Paris|1845
336 rue saint honoré, Paris|1845
345 rue saint honoré, Paris|1845
346 rue saint honoré, Paris|1845
346 rue saint honoré, Paris|1845
347 rue saint honoré, Paris|1845
348 rue saint honoré, Paris|1845
373 rue saint honoré, Paris|1845
422 rue saint honoré, Paris|1845
86 rue saint lazare, Paris|1845
66 rue saint louis en l'ile, Paris|1845
9 rue saint louis marais, Paris|1845
9 boulevard saint martin, Paris|1845
29 boulevard saint martin, Paris|1845
55 boulevard saint martin, Paris|1845
59 boulevard saint martin, Paris|1845
171 rue saint martin, Paris|1845
18 rue saint sauveur, Paris|1845
4 rue sainte anne, Paris|1845
46 rue sainte anne, Paris|1845
48 rue sainte anne, Paris|1845
49 rue sainte anne, Paris|1845
7 rue sainte appoline, Paris|1845
53 rue saints pères, Paris|1845
14 rue salle au comte, Paris|1845
11 passage saucède, Paris|1845
23 rue seine, Paris|1845
51 rue seine, Paris|1845
56 rue seine, Paris|1845
58 rue seine, Paris|1845
87 rue seine, Paris|1845
95 rue seine, Paris|1845
3 rue suréne, Paris|1845
6 rue taitbout, Paris|1845
12 rue taranne, Paris|1845
10 rue touraine marais, Paris|1845
28 rue vaugirard, Paris|1845
33 rue vaugirard, Paris|1845
2 place vendôme, Paris|1845
4 place vendôme, Paris|1845
14 place vendôme, Paris|1845
16 place vendôme, Paris|1845
25 place vendôme, Paris|1845
26 place vendôme, Paris|1845
19 rue véro dodat, Paris|1845
29 rue véro dodat, Paris|1845
5 rue vieille boucherie, Paris|1845
5 rue vingt neuf juillet, Paris|1845
7 rue vingt neuf juillet, Paris|1845
10 passage violet, Paris|1845
3 rue vivienne, Paris|1845
5 rue vivienne, Paris|1845
7 rue vivienne, Paris|1845
8 rue vivienne, Paris|1845
9 rue vivienne, Paris|1845
13 rue vivienne, Paris|1845
14 rue vivienne, Paris|1845
17 rue vivienne, Paris|1845
21 rue vivienne, Paris|1845
23 rue vivienne, Paris|1845
25 passage vivienne, Paris|1845
32 rue vivienne, Paris|1845
37 rue vivienne, Paris|1845
47 rue vivienne, Paris|1845
8 rue alger, Paris|1845
10 rue alger, Paris|1845
20 rue antin, Paris|1845
18 rue basse du rempart, Paris|1845
24 rue beaurepaire, Paris|1845
19 rue bleue, Paris|1845
8 rue boucher, Paris|1845
4 rue bouloi, Paris|1845
 passage bourg l'abbé, Paris|1845
25 rue cassette, Paris|1845
12 rue chaussée d'antin, Paris|1845
23 rue chaussée d'antin, Paris|1845
47 rue chaussée d'antin, Paris|1845
42 rue coquillière, Paris|1845
43 rue coquillière, Paris|1845
34 passage delorme, Paris|1845
3 rue faubourg du roule, Paris|1845
23 rue faubourg montmartre, Paris|1845
4 rue faubourg poissonnière, Paris|1845
17 rue faubourg poissonnière, Paris|1845
32 rue faubourg poissonnière, Paris|1845
56 rue faubourg saint denis, Paris|1845
34 rue faubourg saint honoré, Paris|1845
77 rue faubourg saint honoré, Paris|1845
4 rue favart, Paris|1845
19 rue feydeau, Paris|1845
8 rue fossés saint germain l'auxerrois, Paris|1845
22 rue gaillon, Paris|1845
1 rue geoffroy marie, Paris|1845
19 rue godot, Paris|1845
56 rue grenelle saint germain, Paris|1845
66 rue grenelle saint germain, Paris|1845
66 rue grenelle saint germain, Paris|1845
3 rue hasard, Paris|1845
6 rue hasard, Paris|1845
17 rue helder, Paris|1845
11 rue  laffitte, Paris|1845
22 rue  laffitte, Paris|1845
24 rue  laffitte, Paris|1845
43 rue  laffitte, Paris|1845
17 rue  lepelletier, Paris|1845
43 rue  lille, Paris|1845
52 rue  lille, Paris|1845
25 rue  louis le grand, Paris|1845
27 rue  louis le grand, Paris|1845
31 rue  louis le grand, Paris|1845
6 rue  louvois, Paris|1845
13 rue marché saint honoré, Paris|1845
6 rue mazagran, Paris|1845
12 rue michodière, Paris|1845
12 rue michodière, Paris|1845
15 boulevard montmartre, Paris|1845
55 rue montmartre, Paris|1845
25 rue neuve des bons enfants, Paris|1845
3 rue neuve des capucines, Paris|1845
4 rue neuve des capucines, Paris|1845
12 rue neuve des mathurins, Paris|1845
20 rue neuve des petits champs, Paris|1845
21 rue neuve des petits champs, Paris|1845
27 rue neuve des petits champs, Paris|1845
36 rue neuve des petits champs, Paris|1845
40 rue neuve des petits champs, Paris|1845
62 rue neuve des petits champs, Paris|1845
89 rue neuve des petits champs, Paris|1845
95 rue neuve des petits champs, Paris|1845
19 rue neuve saint augustin, Paris|1845
35 rue neuve saint augustin, Paris|1845
43 rue neuve saint augustin, Paris|1845
37 rue neuve saint roch, Paris|1845
36 rue notre dame de nazareth, Paris|1845
38 rue notre dame de nazareth, Paris|1845
25 rue notre dame des victoires, Paris|1845
10 rue paix, Paris|1845
17 rue paix, Paris|1845
16 rue petit bourbon saint sulpice, Paris|1845
16 rue pinon, Paris|1845
18 rue provence, Paris|1845
8 rue rameau, Paris|1845
1 rue richelieu, Paris|1845
31 rue richelieu, Paris|1845
92 rue richelieu, Paris|1845
102 rue richelieu, Paris|1845
104 rue richelieu, Paris|1845
104 rue richelieu, Paris|1845
18 rue rivoli, Paris|1845
22 rue rivoli, Paris|1845
5 rue royale saint honoré, Paris|1845
17 rue royale saint honoré, Paris|1845
8 rue saint anastase, Paris|1845
171 rue saint martin, Paris|1845
12 passage saint roch, Paris|1845
53 rue vivienne, Paris|1845
84 rue montmartre, Paris|1845
12 passage saint roch, Paris|1845
14 rue sainte anne, Paris|1845
29 rue sainte anne, Paris|1845
29 rue sainte anne, Paris|1845
41 rue sainte anne, Paris|1845
46 rue sainte anne, Paris|1845
49 rue sainte anne, Paris|1845
71 rue sainte anne, Paris|1845
30 rue taitbout, Paris|1845
23 rue thévenot, Paris|1845
17 rue tiquetonne, Paris|1845
2 rue vaugirard, Paris|1845
5 rue vavin, Paris|1845
43 rue victoire, Paris|1845
26 rue vieux colombier, Paris|1845
2 rue vivienne, Paris|1845
4 rue vivienne, Paris|1845
8 rue vivienne, Paris|1845
57 rue vivienne, Paris|1845
13 rue saint denis, cour batave, Paris|1845
47 rue vivienne, Paris|1845
10 rue mandar, Paris|1845
29 rue neuve saint roch, Paris|1845
10 rue arcis, Paris|1845
109 rue saint denis, Paris|1845
103 rue richelieu, Paris|1845
33 rue bourg l'abbé, Paris|1845
28 rue bac, Paris|1845
25 boulevard saint martin, Paris|1845
48 rue richelieu, Paris|1845
118 rue saint martin, Paris|1845
39 rue montmartre, Paris|1845
39 rue croix des petits champs, Paris|1845
4 rue échelle, Paris|1845
104 rue richelieu, Paris|1845
230 rue saint martin, Paris|1845
48 rue vivienne, Paris|1845
32 rue  louis le grand, Paris|1845
30 rue richelieu, Paris|1845
5 rue croix des petits champs, Paris|1845
8 rue papillon, Paris|1845
8 rue mulhouse, Paris|1845
35 galerie vivienne, Paris|1845
81 rue richelieu, Paris|1845
63 rue richelieu, Paris|1845
2 rue vivienne, Paris|1845
49 rue vivienne, Paris|1845
20 rue vivienne, Paris|1845
104 rue richelieu, Paris|1845
10 rue paix, Paris|1845
12 rue helder, Paris|1845
34 rue rambuteau, Paris|1845
14 rue nonaindières, Paris|1845
35 rue marché saint honoré, Paris|1845
23 rue cléry, Paris|1845
49 rue chaussée d'antin, Paris|1845
8 rue faubourg montmartre, Paris|1845
7 rue richelieu, Paris|1845
6 rue déchargeurs, Paris|1845
5 rue mauconseil, Paris|1845
5 rue mulhouse, Paris|1845
5 rue mulhouse, Paris|1845
12 rue neuve bourg l'abbé, Paris|1845
6 rue boucher, Paris|1845
26 rue arcis, Paris|1845
15 rue val sainte catherine, Paris|1845
52 rue amelot, Paris|1845
18 pasage saint roch, Paris|1845
53 rue bac, Paris|1845
353 rue saint denis, Paris|1845
17 rue antin, Paris|1845
6 rue grenelle saint germain, Paris|1845
59 rue  jacob, Paris|1845
4 rue michodière, Paris|1845
14 rue saint martin, Paris|1845
47 boulevard temple, Paris|1845
58 rue  jacob, Paris|1845
37 rue richelieu, Paris|1845
68 rue harpe, Paris|1845
41 rue saint denis, Paris|1845
19 rue charlot, Paris|1845
11 rue pavée saint sauveur, Paris|1845
10 rue neuve bourg l'abbé, Paris|1845
61 rue neuve des petits champs, Paris|1845
21 rue hanovre, Paris|1845
66 rue saint andré des arcs, Paris|1845
72 rue richelieu, Paris|1845
33 rue saint antoine, Paris|1845
32 rue bretagne, Paris|1845
34 rue saint andré des arcs, Paris|1845
172 rue saint antoine, Paris|1845
1 rue  jour, Paris|1845
8 rue  la vrillière, Paris|1845
32 rue neuve des petits champs, Paris|1845
293 rue saint denis, Paris|1845
26 passage opéra, Paris|1845
13 boulevard saint martin, Paris|1845
13 rue neuve des petits champs, Paris|1845
21 rue royale, Paris|1845
6 rue rochechouart, Paris|1845
122 rue bac, Paris|1845
42 rue hauteville, Paris|1845
53 rue neuve saint augustin, Paris|1845
65 rue faubourg montmartre, Paris|1845
99 rue seine, Paris|1845
6 rue mathurins, Paris|1845
23 rue bourgogne, Paris|1845
159 rue saint denis, Paris|1845
12 rue saint victor, Paris|1845
18 rue prouvaires, Paris|1845
48 rue boucheries saint germain, Paris|1845
17 rue orléans marais, Paris|1845
1 rue anjou, Paris|1845
2 rue petit carreau, Paris|1845
124 rue saint denis, Paris|1845
8 rue duphot, Paris|1845
38 rue  jacob, Paris|1845
32 rue arcis, Paris|1845
50 rue faubourg saint martin, Paris|1845
35 rue bièvre, Paris|1845
31 rue beaune, Paris|1845
29 rue neuve des petits champs, Paris|1845
98 rue montmartre, Paris|1845
1 rue tixeranderie, Paris|1845
215 rue faubourg saint martin, Paris|1845
28 rue sainte croix de la bretonnerie, Paris|1845
236 rue faubourg saint martin, Paris|1845
1 rue taitbout, Paris|1845
22 rue bourgogne, Paris|1845
31 rue noyers, Paris|1845
61 rue sainte anne, Paris|1845
11 rue saint denis, Paris|1845
31 rue rambuteau, Paris|1845
22 rue dauphine, Paris|1845
76 rue cité, Paris|1845
13 rue aubry le boucher, Paris|1845
27 rue blancs manteaux, Paris|1845
